Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Total forms),Custom field ([CHART] Date of First Response),Status Category
NC17.1-State – First character cannot have space,BN-32,10076,Bug,Resolved,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,12/Dec/22 9:25 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,23/Dec/22 3:34 PM,,0,NewCustomer,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,"Show An error message ""First character cannot have space""",,,,,,,,,,BN-6,New Customer,,,,"An error message ""First character cannot have space"" must be shown",,,,,0|i000cv:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,Enter Blank space in State Field,Pass,,,Done
NC17-State – Special characters are not allowed,BN-31,10075,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Như Ngọc Vũ,62995da5cd636500697d7f1a,12/Dec/22 9:10 PM,30/Dec/22 10:37 AM,22/Mar/23 10:52 PM,23/Dec/22 3:28 PM,,0,NewCustomer,$@!,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,"Show an error message ""Special characters are not allowed""",,,,,,,,,,BN-6,New Customer,,,,"An error message ""Special characters are not allowed"" must be shown",,,,,0|i000cn:,,BN Sprint 1,,,,,,,,,,,Unit,Enter special characters in State field,Pass,,,Done
NC16-State-State must not be blank,BN-30,10074,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,12/Dec/22 9:02 PM,30/Dec/22 10:36 AM,22/Mar/23 10:52 PM,23/Dec/22 3:28 PM,,0,NewCustomer,,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,"Show an error message ""State must not be blank""",,,,,,,,,,BN-6,New Customer,,,,"An error message "" State must not be blank"" must be shown",,,,,0|i000cf:,,BN Sprint 1,,,,,,,,,,,Unit,Do not enter a value in State field,Pass,,,Done
NC15-State –Numbers are not allowed,BN-29,10073,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,12/Dec/22 8:53 PM,30/Dec/22 10:34 AM,22/Mar/23 10:52 PM,23/Dec/22 3:29 PM,,0,NewCustomer,1234,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,"Show an error message ""Numbers are not allowed""",,,,,,,,,,BN-6,New Customer,,,,"An error message ""Numbers are not allowed"" must be shown",,,,,0|i000c7:,,BN Sprint 1,,,,,,,,,,,Unit,Enter numeric value in State field,Pass,,,Done
NC14-City - First character can not have space,BN-28,10072,Bug,Resolved,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,12/Dec/22 8:46 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,23/Dec/22 3:31 PM,,0,NewCustomer,,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,"Show An error message ""First character can not have space""",,,,,,,,,,BN-6,New Customer,,,,"An error message ""First character can not have space"" must be shown",,,,,0|i000bz:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,Enter Blank space in City Field,Pass,,,Done
NC13 - City - Numbers are not allowed,BN-27,10071,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,12/Dec/22 8:38 PM,30/Dec/22 10:33 AM,22/Mar/23 10:52 PM,23/Dec/22 3:22 PM,,0,NewCustomer,1234,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,"Show an error message ""Numbers are not allowed""",,,,,,,,,,BN-6,New Customer,,,,"An error message ""Numbers are not allowed"" must be shown",,,,,0|i000br:,,,,,,,,,,,,,Unit,Enter numeric value in City field,Pass,,,Done
NC12 - City - City Field must not be blank,BN-26,10070,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,12/Dec/22 8:32 PM,30/Dec/22 10:30 AM,22/Mar/23 10:52 PM,23/Dec/22 3:21 PM,,0,NewCustomer,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,"Show an error message ""City Field must be not blank""",,,,,,,,,,BN-6,New Customer,,,,"An error message ""City Field must not be blank"" must be shown",,,,,0|i000bj:,,BN Sprint 1,,,,,,,,,,,Unit,Do not enter a value in City field,Pass,,,Done
NC11 - City - Special character are not allowed,BN-25,10069,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,12/Dec/22 7:57 PM,30/Dec/22 10:27 AM,22/Mar/23 10:52 PM,23/Dec/22 3:21 PM,,0,NewCustomer,!#@,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,Special characters are not allowed,,,,,,,,,,BN-6,New Customer,,,,"An error message ""Special character are not allowed"" must be shown",,,,,0|i000bb:,,BN Sprint 1,,,,,,,,,,,Unit,Enter special character in City field,Pass,,,Done
NC10 - Address - Special characters are not allowed,BN-24,10068,Bug,Resolved,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,12/Dec/22 7:46 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,23/Dec/22 3:20 PM,,0,NewCustomer,#@!,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,"Show An error message ""Special characters are not allowed""",,,,,,,,,,BN-6,New Customer,,,,"An error message ""Special characters are not allowed"" must be shown",,,,,0|i000b3:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,Enter Special Character In Address Field,Pass,,,Done
NC9 - Address - First character can not have space,BN-23,10067,Bug,Resolved,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,12/Dec/22 7:41 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,23/Dec/22 9:40 AM,,0,NewCustomer,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,"Show An error message ""First character can not have space""",,,,,,,,,,BN-6,New Customer,,,,"An error message ""First character can not have space"" must be shown",,,,,0|i000av:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit, Enter Blank space in Address Field,Pass,,,Done
NC8 - Address - Address Field must not be blank,BN-22,10066,Bug,Resolved,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,12/Dec/22 7:37 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,23/Dec/22 3:15 PM,,0,NewCustomer,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,"Show An error message ""Address Field must not be blank""",,,,,,,,,,BN-6,New Customer,,,,"An error message ""Address Field must not be blank"" must be shown",,,,,0|i000an:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,Do not enter a value in Address Field,Pass,,,Done
NC7 - Customer Name – First character cannot have space,BN-21,10065,Bug,Resolved,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,12/Dec/22 7:26 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,23/Dec/22 9:07 AM,,0,NewCustomer,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,"Show An error message ""First character cannot have space""",,,,,,,,,,BN-6,New Customer,,,,"An error message ""First character cannot have space"" must be shown",,,,,0|i000af:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,Enter Blank space in Customer Name Field,Pass,,,Done
NC6 - Customer Name – Customer name must not be blank,BN-20,10064,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,12/Dec/22 7:02 PM,30/Dec/22 10:22 AM,22/Mar/23 10:52 PM,23/Dec/22 3:13 PM,,0,NewCustomer,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,"Show an error message ""Customer name must not be blank""",,,,,,,,,,BN-6,New Customer,,,,"An error message ""Customer name must not be blank"" must be shown",,,,,0|i000a7:,,BN Sprint 1,,,,,,,,,,,Unit,Do not enter a value in Customer Name field,Pass,,,Done
NC5 - Customer Name – Special characters are not allowed,BN-19,10063,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,12/Dec/22 6:53 PM,30/Dec/22 10:19 AM,22/Mar/23 10:52 PM,23/Dec/22 3:12 PM,,0,NewCustomer,#!$,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,"Show an error message ""Special characters are not allowed"" ",,,,,,,,,,BN-6,New Customer,,,,"An error message ""Special characters are not allowed"" must be shown",,,,,0|i0009z:,,BN Sprint 1,,,,,,,,,,,Unit,Enter special character in Customer Name field,Pass,,,Done
NC4 - Customer Name – Numbers are not allowed,BN-18,10062,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,12/Dec/22 5:12 PM,30/Dec/22 10:17 AM,22/Mar/23 10:52 PM,23/Dec/22 3:12 PM,,0,NewCustomer,1234,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,"Show an error message ""Numbers are not allowed""",,,,,,,,,,BN-6,New Customer,,,,"An error message ""Numbers are not allowed"" must be shown",,,,,0|i0009r:,,BN Sprint 1,,,,,,,,,,,Unit,Enter numeric value in Customer Name field,Pass,,,Done
NA3.1 - Customer Id - First character cannot have space,BN-17,10061,Bug,Resolved,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,12/Dec/22 4:47 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,23/Dec/22 3:11 PM,,0,NewAccount,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,"Show An error message ""First character cannot have space""",,,,,,,,,,BN-8,New Account,,,,"An error message ""First character cannot have space"" must be shown",,,,,0|i0009j:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,Enter Blank space in Customer Id Field,Pass,,,Done
NA3 - Customer Id - Characters are not allowed,BN-16,10060,Bug,Resolved,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,12/Dec/22 12:19 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,23/Dec/22 3:10 PM,,0,NewAccount,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,"Show An error message ""Characters are not allowed""",,,,,,,,,,BN-8,New Account,,,,"An error message ""Characters are not allowed"" must be shown",,,,,0|i0009b:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,Enter characters in Customer Id Field,Pass,,,Done
NA2 - Customer Id - Special character are not allowed,BN-15,10059,Bug,Resolved,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,12/Dec/22 12:05 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,23/Dec/22 3:09 PM,,0,NewAccount,#@!,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,"Show an error message ""Special character are not allowed""",,,,,,,,,,BN-8,New Account,,,,"An error message ""Special character are not allowed"" must be shown",,,,,0|i00093:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,Enter special character in Customer Id Field,Pass,,,Done
NA1 - Verify Customer Id Field-  Customer Id - Customer ID is required,BN-14,10058,Bug,Resolved,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,11/Dec/22 10:59 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,23/Dec/22 3:07 PM,,0,NewAccount,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,"Show an error message ""Customer Id must not be blank""",,,,,,,,,,BN-8,New Account,,,,"An error message ""Customer Id must not be blank"" must be shown",,,,,0|i0008v:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,Do not enter any value in Customer Id Field,Pass,,,Done
Withdrawal,BN-13,10057,Epic,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,11/Dec/22 9:42 PM,21/Dec/22 9:26 PM,22/Mar/23 10:52 PM,,,0,,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,,,,,,,,,,ghx-label-7,,,Withdrawal,To Do,,,,purple,,,0|i0008n:,,,,,,,,,,,,,,,,,,To Do
Deposit,BN-12,10056,Epic,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,11/Dec/22 9:42 PM,21/Dec/22 9:37 PM,22/Mar/23 10:52 PM,,,0,,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,,,,,,,,,,ghx-label-7,,,Deposit,To Do,,,,purple,,,0|i0008f:,,,,,,,,,,,,,,,,,,To Do
Delete Customer,BN-11,10055,Epic,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,11/Dec/22 9:42 PM,21/Dec/22 10:51 PM,22/Mar/23 10:52 PM,,,0,,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,,,,,,,,,,ghx-label-7,,,Delete Customer,To Do,,,,purple,,,0|i00087:,,,,,,,,,,,,,,,,,,To Do
Delete Account,BN-10,10054,Epic,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,11/Dec/22 9:42 PM,21/Dec/22 10:00 PM,22/Mar/23 10:52 PM,,,0,,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,,,,,,,,,,ghx-label-7,,,Delete Account,To Do,,,,purple,,,0|i0007z:,,,,,,,,,,,,,,,,,,To Do
Edit Account,BN-9,10053,Epic,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,11/Dec/22 9:42 PM,22/Mar/23 8:24 AM,22/Mar/23 10:52 PM,,,0,,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,,,,,,,,,,ghx-label-7,,,Edit Account,To Do,,,,purple,,,0|i0007r:,,,,,,,,,,,,,,,,,,To Do
New Account,BN-8,10052,Epic,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,11/Dec/22 9:42 PM,21/Mar/23 8:35 PM,22/Mar/23 10:52 PM,,,0,,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,,,,,,,,,,ghx-label-7,,,New Account,To Do,,,,purple,,,0|i0007j:,,,,,,,,,,,,,,,,,,To Do
Edit Customer,BN-7,10051,Epic,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,11/Dec/22 9:42 PM,22/Dec/22 12:06 AM,22/Mar/23 10:52 PM,,,0,,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,,,,,,,,,,ghx-label-7,,,Edit Customer,To Do,,,,purple,,,0|i0007b:,,,,,,,,,,,,,,,,,,To Do
New Customer,BN-6,10050,Epic,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,11/Dec/22 9:41 PM,22/Mar/23 3:03 AM,22/Mar/23 10:52 PM,,,0,,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,,,,,,,,,,ghx-label-7,,,New Customer,To Do,,,,purple,,,0|i00073:,,,,,,,,,,,,,,,,,,To Do
Change Password,BN-5,10049,Epic,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,11/Dec/22 9:41 PM,20/Mar/23 10:06 AM,22/Mar/23 10:52 PM,,,0,,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,,,,,,,,,,ghx-label-7,,,Change Password,To Do,,,,purple,,,0|i0006v:,,,,,,,,,,,,,,,,,,To Do
Customized Statement,BN-4,10048,Epic,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,11/Dec/22 9:41 PM,21/Dec/22 10:09 PM,22/Mar/23 10:52 PM,,,0,,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,,,,,,,,,,ghx-label-7,,,Customized Statement,To Do,,,,purple,,,0|i0006n:,,,,,,,,,,,,,,,,,,To Do
Mini Statement,BN-3,10047,Epic,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,11/Dec/22 9:41 PM,05/Jan/23 2:23 PM,22/Mar/23 3:55 PM,,,0,,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,,,,,,,,,,ghx-label-7,,,Mini Statement,To Do,,,,purple,,,0|i0006f:,,,,,,,,,,,,,,,,,,To Do
Fund Transfer,BN-2,10046,Epic,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,11/Dec/22 9:41 PM,21/Dec/22 9:06 PM,22/Mar/23 1:16 PM,,,0,,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,,,,,,,,,,ghx-label-7,,,Fund Transfer,To Do,,,,purple,,,0|i00067:,,,,,,,,,,,,,,,,,,To Do
Balance Enquiry,BN-1,10045,Epic,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,11/Dec/22 9:41 PM,21/Dec/22 8:28 PM,22/Mar/23 1:14 PM,,,0,,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,,,,,,,,,,ghx-label-7,,,Balance Enquiry,To Do,,,,purple,,,0|i0005z:,,,,,,,,,,,,,,,,,,To Do
